file,stage,greenhouse,width,height,date_in_filename,original_filename
autumn_greenhouse/seedling/seedling_149.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002161948493.jpg
autumn_greenhouse/seedling/seedling_150.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002162040130.jpg
autumn_greenhouse/seedling/seedling_151.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002162129729.jpg
spring_greenhouse/flowering/flowering_152.jpg,flowering,spring_greenhouse,1600,900,,0301内部地块1.jpg
spring_greenhouse/flowering/flowering_153.jpg,flowering,spring_greenhouse,1600,900,,0301内部地块2.jpg
spring_greenhouse/flowering/flowering_154.jpg,flowering,spring_greenhouse,1600,900,,0301门口地块1.jpg
spring_greenhouse/flowering/flowering_155.jpg,flowering,spring_greenhouse,1600,900,,0301门口地块2.jpg
spring_greenhouse/flowering/flowering_156.jpg,flowering,spring_greenhouse,1600,900,,0302内部地块1.jpg
spring_greenhouse/flowering/flowering_157.jpg,flowering,spring_greenhouse,1600,900,,0302内部地块2.jpg
spring_greenhouse/flowering/flowering_158.jpg,flowering,spring_greenhouse,1600,900,,0302门口地块1.jpg
spring_greenhouse/flowering/flowering_159.jpg,flowering,spring_greenhouse,1600,900,,0302门口地块2.jpg
autumn_greenhouse/flowering/flowering_160.jpg,flowering,autumn_greenhouse,3840,2160,,0303内部地块1.jpg
autumn_greenhouse/flowering/flowering_161.jpg,flowering,autumn_greenhouse,3840,2160,,0303内部地块2.jpg
autumn_greenhouse/flowering/flowering_162.jpg,flowering,autumn_greenhouse,3840,2160,,0303门口地块1.jpg
autumn_greenhouse/flowering/flowering_163.jpg,flowering,autumn_greenhouse,3840,2160,,0303门口地块2.jpg
autumn_greenhouse/flowering/flowering_164.jpg,flowering,autumn_greenhouse,3840,2160,,0304内部地块1.jpg
autumn_greenhouse/flowering/flowering_165.jpg,flowering,autumn_greenhouse,3840,2160,,0304内部地块2.jpg
autumn_greenhouse/flowering/flowering_166.jpg,flowering,autumn_greenhouse,3840,2160,,0304门口地块1.jpg
autumn_greenhouse/flowering/flowering_167.jpg,flowering,autumn_greenhouse,3840,2160,,0304门口地块2.jpg
spring_greenhouse/flowering/flowering_168.jpg,flowering,spring_greenhouse,1600,900,,0305内部地块1.jpg
spring_greenhouse/flowering/flowering_169.jpg,flowering,spring_greenhouse,1600,900,,0305内部地块2.jpg
spring_greenhouse/flowering/flowering_170.jpg,flowering,spring_greenhouse,1600,900,,0305门口地块1.jpg
spring_greenhouse/flowering/flowering_171.jpg,flowering,spring_greenhouse,1600,900,,0305门口地块2.jpg
spring_greenhouse/flowering/flowering_172.jpg,flowering,spring_greenhouse,1600,900,,0308内部地块1.jpg
spring_greenhouse/flowering/flowering_173.jpg,flowering,spring_greenhouse,1600,900,,0308内部地块2.jpg
spring_greenhouse/flowering/flowering_174.jpg,flowering,spring_greenhouse,1600,900,,0308门口地块1.jpg
spring_greenhouse/flowering/flowering_175.jpg,flowering,spring_greenhouse,1600,900,,0308门口地块2.jpg
spring_greenhouse/flowering/flowering_176.jpg,flowering,spring_greenhouse,1600,900,,0309内部地块1.jpg
spring_greenhouse/flowering/flowering_177.jpg,flowering,spring_greenhouse,1600,900,,0309内部地块2.jpg
spring_greenhouse/flowering/flowering_178.jpg,flowering,spring_greenhouse,1600,900,,0309门口地块1.jpg
spring_greenhouse/flowering/flowering_179.jpg,flowering,spring_greenhouse,1600,900,,0309门口地块2.jpg
spring_greenhouse/flowering/flowering_180.jpg,flowering,spring_greenhouse,1600,900,,0310内部地块1.jpg
spring_greenhouse/flowering/flowering_181.jpg,flowering,spring_greenhouse,1600,900,,0310内部地块2.jpg
spring_greenhouse/flowering/flowering_182.jpg,flowering,spring_greenhouse,1600,900,,0310门口地块1.jpg
spring_greenhouse/flowering/flowering_183.jpg,flowering,spring_greenhouse,1600,900,,0310门口地块2.jpg
spring_greenhouse/flowering/flowering_184.jpg,flowering,spring_greenhouse,1600,900,,0311内部地块1.jpg
spring_greenhouse/flowering/flowering_185.jpg,flowering,spring_greenhouse,1600,900,,0311内部地块2.jpg
spring_greenhouse/flowering/flowering_186.jpg,flowering,spring_greenhouse,1600,900,,0311门口地块1.jpg
spring_greenhouse/flowering/flowering_187.jpg,flowering,spring_greenhouse,1600,900,,0311门口地块2.jpg
spring_greenhouse/flowering/flowering_188.jpg,flowering,spring_greenhouse,1600,900,,0312内部地块1.jpg
spring_greenhouse/flowering/flowering_189.jpg,flowering,spring_greenhouse,1600,900,,0312内部地块2.jpg
spring_greenhouse/flowering/flowering_190.jpg,flowering,spring_greenhouse,1600,900,,0312门口地块1.jpg
spring_greenhouse/flowering/flowering_191.jpg,flowering,spring_greenhouse,1600,900,,0312门口地块2.jpg
spring_greenhouse/flowering/flowering_192.jpg,flowering,spring_greenhouse,1600,900,,0407内部地块1.jpg
spring_greenhouse/flowering/flowering_193.jpg,flowering,spring_greenhouse,1600,900,,0407内部地块2.jpg
spring_greenhouse/flowering/flowering_194.jpg,flowering,spring_greenhouse,1600,900,,0407门口地块1.jpg
spring_greenhouse/flowering/flowering_195.jpg,flowering,spring_greenhouse,1600,900,,0407门口地块2.jpg
spring_greenhouse/flowering/flowering_196.jpg,flowering,spring_greenhouse,1600,900,,0408内部地块1.jpg
spring_greenhouse/flowering/flowering_197.jpg,flowering,spring_greenhouse,1600,900,,0408内部地块2.jpg
spring_greenhouse/flowering/flowering_198.jpg,flowering,spring_greenhouse,1600,900,,0408门口地块1.jpg
spring_greenhouse/flowering/flowering_199.jpg,flowering,spring_greenhouse,1600,900,,0408门口地块2.jpg
autumn_greenhouse/flowering/flowering_200.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009134533261.jpg
autumn_greenhouse/flowering/flowering_201.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009135014439.jpg
autumn_greenhouse/flowering/flowering_202.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009135250938.jpg
autumn_greenhouse/flowering/flowering_203.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009140122228.jpg
autumn_greenhouse/flowering/flowering_204.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_2021100914024055.jpg
autumn_greenhouse/flowering/flowering_205.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009140711165.jpg
autumn_greenhouse/flowering/flowering_206.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_2021100914331464.jpg
autumn_greenhouse/flowering/flowering_207.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009143734986.jpg
autumn_greenhouse/flowering/flowering_208.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009144145808.jpg
autumn_greenhouse/flowering/flowering_209.jpg,flowering,autumn_greenhouse,3840,2160,20211009,192.168.10.204_01_20211009144206375.jpg
autumn_greenhouse/flowering/flowering_210.jpg,flowering,autumn_greenhouse,3840,2160,20211011,192.168.10.204_01_20211011100140807.jpg
autumn_greenhouse/flowering/flowering_211.jpg,flowering,autumn_greenhouse,3840,2160,20211011,192.168.10.204_01_2021101110110768.jpg
autumn_greenhouse/flowering/flowering_212.jpg,flowering,autumn_greenhouse,3840,2160,20211011,192.168.10.204_01_20211011101402147.jpg
